recipe_config_id,pipeline_recipe_id,feature_recipe_id,prescreen_recipe_id,prescreen_name,prescreen_methods,rank_aggregation,feature_size,model_spec_id,base_model_family,model_kind,model_params,inner_selection_rank,inner_oof_business_score,inner_oof_optimal_k,inner_oof_f1_score,inner_oof_roc_auc_score,selection_artifact,outer_fold,selected_features_text,selected_feature_count,status,error,duration_seconds,outer_business_score,outer_optimal_k,outer_tp_at_optimal_k,outer_fp_at_optimal_k,outer_gross_score,feature_penalty,outer_f1_score,outer_roc_auc_score,outer_n_predictions,outer_selected_rate,outer_threshold,outer_scoring_strategy,outer_max_targets,outer_gross_score_scale,outer_business_score_unscaled_rate_fold,outer_gross_score_unscaled_rate_fold
ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",12,4930.0,998.2,0.4961539244265684,0.6924628436255523,round2_inner_oof_scores.csv,3,"var_159,var_214,var_226,var_254,var_341,var_379",6,ok,,0.4061394770105835,5050.0,200,150,50,6250.0,1200.0,0.4297994269340975,0.6772988367813885,1000,0.2,0.5197797509607591,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,50.0,1250.0
ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1,4985.0,999.0,0.4897959183673469,0.6824120603015076,round2_inner_oof_scores.csv,4,"var_175,var_190,var_254,var_341,var_379",5,ok,,0.4471277249976992,5050.0,199,147,52,6050.0,1000.0,0.42180774748923966,0.6857309716955471,1000,0.199,0.5328162039781129,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,210.0,1210.0
ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",2,4972.5,999.0,0.4981182675758351,0.6912097692945731,round2_inner_oof_scores.csv,4,"var_175,var_190,var_254,var_341,var_379,var_482",6,ok,,0.4016583670163527,5050.0,197,149,48,6250.0,1200.0,0.4297994269340975,0.694039104625674,1000,0.197,0.5212231873023428,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,50.0,1250.0
ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",3,4966.25,999.5,0.497867375471489,0.6938303312620817,round2_inner_oof_scores.csv,4,"var_175,var_190,var_254,var_341,var_379,var_482",6,ok,,0.4249996390135493,5050.0,200,150,50,6250.0,1200.0,0.4297994269340975,0.6932350917614681,1000,0.2,0.5281501988825392,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,50.0,1250.0
ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",4,4960.0,1000.0,0.4974924774322968,0.6785812412701357,round2_inner_oof_scores.csv,4,"var_10,var_159,var_190,var_254,var_415,var_463",6,ok,,0.4088881390052847,4075.0,200,137,63,5275.0,1200.0,0.39255014326647564,0.623737979807677,1000,0.2,0.5222323447585302,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,-145.0,1055.0
ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",5,4950.0,1000.0,0.4882943143812709,0.6835658391459787,round2_inner_oof_scores.csv,4,"var_175,var_190,var_254,var_341,var_379",5,ok,,0.6874857780057937,4950.0,194,144,50,5950.0,1000.0,0.41833810888252143,0.6841309460951376,1000,0.194,0.5394650568617032,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,190.0,1190.0
ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep04,xgboost_classifier,classifier,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 300, ""scale_pos_weight_multiplier"": 1.2}",6,4950.0,996.0,0.496823804747576,0.6884111903266041,round2_inner_oof_scores.csv,4,"var_10,var_159,var_190,var_254,var_415,var_463",6,ok,,0.1327570950088556,4075.0,200,137,63,5275.0,1200.0,0.39255014326647564,0.6445303124849997,1000,0.2,0.7009396553039551,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,-145.0,1055.0
ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",7,4943.75,996.5,0.4968225465218888,0.6946439744846193,round2_inner_oof_scores.csv,4,"var_175,var_190,var_254,var_341,var_379,var_482",6,ok,,0.6849184629973024,5275.0,200,153,47,6475.0,1200.0,0.4383954154727794,0.6954031264500231,1000,0.2,0.5344843378611837,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,95.0,1295.0
ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",8,4940.0,999.5,0.4966972824267853,0.6936157007692544,round2_inner_oof_scores.csv,4,"var_175,var_190,var_254,var_341,var_379,var_482",6,ok,,0.7687621140212286,5350.0,200,154,46,6550.0,1200.0,0.44126074498567336,0.6944551112817805,1000,0.2,0.5296852312153918,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,110.0,1310.0
ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep05,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 7, ""min_samples_leaf"": 24, ""n_estimators"": 500}",9,4935.0,1000.0,0.4876254180602007,0.6823578089452237,round2_inner_oof_scores.csv,4,"var_175,var_190,var_254,var_341,var_379",5,ok,,0.8719119330053218,5100.0,200,148,52,6100.0,1000.0,0.4240687679083095,0.686686986991792,1000,0.2,0.5465218228542947,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,220.0,1220.0
ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",10,4932.0,996.6,0.4962859577031569,0.6937976732458543,round2_inner_oof_scores.csv,4,"var_159,var_175,var_190,var_254,var_341,var_379",6,ok,,0.5353472950228024,5150.0,199,151,48,6350.0,1200.0,0.43328550932568144,0.6976671626746028,1000,0.199,0.5313814729825189,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,70.0,1270.0
ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}",11,4931.25,999.0,0.4962790263665386,0.6937948294743939,round2_inner_oof_scores.csv,4,"var_175,var_190,var_254,var_341,var_379,var_482",6,ok,,0.5876297840150073,5150.0,199,151,48,6350.0,1200.0,0.43328550932568144,0.6967831485303765,1000,0.199,0.5380100046471247,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,70.0,1270.0
ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",12,4930.0,998.2,0.4961539244265684,0.6924628436255523,round2_inner_oof_scores.csv,4,"var_159,var_175,var_190,var_254,var_341,var_379",6,ok,,0.4445412030036095,5250.0,198,152,46,6450.0,1200.0,0.4367816091954024,0.6966431462903406,1000,0.198,0.5274290596556254,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,90.0,1290.0
ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1,4985.0,999.0,0.4897959183673469,0.6824120603015076,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379",5,ok,,0.5892543499940075,5850.0,200,158,42,6850.0,1000.0,0.4527220630372493,0.7009152146434342,1000,0.2,0.5251413143259075,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,370.0,1370.0
ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",2,4972.5,999.0,0.4981182675758351,0.6912097692945731,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379,var_482",6,ok,,0.5878439030202571,5575.0,197,156,41,6775.0,1200.0,0.4489208633093525,0.7084153346453543,1000,0.197,0.5175342487774197,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,155.0,1355.0
ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",3,4966.25,999.5,0.497867375471489,0.6938303312620817,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379,var_482",6,ok,,0.5970793819869868,5725.0,194,157,37,6925.0,1200.0,0.4555873925501433,0.7109953759260148,1000,0.194,0.5236707884714182,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,185.0,1385.0
ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",4,4960.0,1000.0,0.4974924774322968,0.6785812412701357,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379,var_463",6,ok,,0.5621746590186376,5500.0,197,155,42,6700.0,1200.0,0.4469914040114613,0.6931270900334405,1000,0.197,0.5178888142798126,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,140.0,1340.0
ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",5,4950.0,1000.0,0.4882943143812709,0.6835658391459787,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379",5,ok,,0.6183595279871952,5700.0,200,156,44,6700.0,1000.0,0.4469914040114613,0.6979871677946847,1000,0.2,0.5315180909659655,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,340.0,1340.0
ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep04,xgboost_classifier,classifier,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 300, ""scale_pos_weight_multiplier"": 1.2}",6,4950.0,996.0,0.496823804747576,0.6884111903266041,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379,var_463",6,ok,,0.1411047959991265,5425.0,200,155,45,6625.0,1200.0,0.44412607449856734,0.6850809612953808,1000,0.2,0.6784451603889465,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,125.0,1325.0
ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",7,4943.75,996.5,0.4968225465218888,0.6946439744846193,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379,var_482",6,ok,,0.7106709989893716,5575.0,197,156,41,6775.0,1200.0,0.4498567335243553,0.7121153938463016,1000,0.197,0.5281643535570678,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,155.0,1355.0
ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",8,4940.0,999.5,0.4966972824267853,0.6936157007692544,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379,var_482",6,ok,,0.6559069009963423,5375.0,199,154,45,6575.0,1200.0,0.4418938307030129,0.710175362805805,1000,0.199,0.5234016056313865,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,115.0,1315.0
ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep05,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 7, ""min_samples_leaf"": 24, ""n_estimators"": 500}",9,4935.0,1000.0,0.4876254180602007,0.6823578089452237,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379",5,ok,,0.7798643210262526,5700.0,200,156,44,6700.0,1000.0,0.4469914040114613,0.6986751788028609,1000,0.2,0.5409592337514941,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,340.0,1340.0
ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",10,4932.0,996.6,0.4962859577031569,0.6937976732458543,round2_inner_oof_scores.csv,5,"var_116,var_190,var_214,var_254,var_341,var_379",6,ok,,0.5870775110088289,5125.0,197,150,47,6325.0,1200.0,0.4326647564469913,0.6987711803388854,1000,0.197,0.5252789304668195,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,65.0,1265.0
ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}",11,4931.25,999.0,0.4962790263665386,0.6937948294743939,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379,var_482",6,ok,,0.580998194986023,5350.0,197,153,44,6550.0,1200.0,0.44126074498567336,0.707883326133218,1000,0.197,0.5302381089156188,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,110.0,1310.0
ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",12,4930.0,998.2,0.4961539244265684,0.6924628436255523,round2_inner_oof_scores.csv,5,"var_116,var_190,var_214,var_254,var_341,var_379",6,ok,,0.4134627229941543,5275.0,200,153,47,6475.0,1200.0,0.4383954154727794,0.6989591833469336,1000,0.2,0.5204769064436244,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,95.0,1295.0
ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep03,xgboost_classifier,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",13,4925.0,995.0,0.4956463496316142,0.6882389368384709,round2_inner_oof_scores.csv,1,"var_159,var_190,var_214,var_254,var_264,var_341",6,ok,,0.37823323199972947,4525.0,194,141,53,5725.0,1200.0,0.4103299856527977,0.6955530399094367,1000,0.194,0.6661869287490845,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,-55.0,1145.0
ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",14,4925.0,992.0,0.4954743546765002,0.6802312746833123,round2_inner_oof_scores.csv,1,"var_159,var_190,var_214,var_254,var_264,var_341",6,ok,,0.3354534619993501,5575.0,200,157,43,6775.0,1200.0,0.45050215208034433,0.6997611914028905,1000,0.2,0.520340785022605,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,155.0,1355.0
ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}",15,4923.0,999.6,0.49591973244147153,0.6940189783191468,round2_inner_oof_scores.csv,1,"var_159,var_190,var_214,var_254,var_341,var_379",6,ok,,0.5870049019995349,5575.0,200,157,43,6775.0,1200.0,0.45050215208034433,0.6912808861119,1000,0.2,0.5285340153182384,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,155.0,1355.0
ps_mean_0032__k_005__extra_trees_small_deep06,ps_mean_0032__k_005__extra_trees_small_deep06,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep06,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 30, ""n_estimators"": 500}",16,4920.0,1000.0,0.4869565217391303,0.6819800495012376,round2_inner_oof_scores.csv,1,"var_175,var_214,var_254,var_341,var_379",5,ok,,0.7017719720006426,5050.0,199,147,52,6050.0,1000.0,0.42241379310344823,0.6572356604837775,1000,0.199,0.5352298039660522,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,210.0,1210.0
ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep06,xgboost_classifier,classifier,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 8.0, ""n_estimators"": 420, ""scale_pos_weight_multiplier"": 1.5}",17,4915.0,997.0,0.4953145917001338,0.6870644130543644,round2_inner_oof_scores.csv,1,"var_159,var_190,var_214,var_254,var_264,var_341",6,ok,,0.1954597730000387,4525.0,200,143,57,5725.0,1200.0,0.4103299856527977,0.6933729614266113,1000,0.2,0.7537946105003357,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,-55.0,1145.0
ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",18,4915.0,1000.0,0.4954864593781344,0.6805527811938191,round2_inner_oof_scores.csv,1,"var_159,var_190,var_214,var_254,var_264,var_341",6,ok,,0.5648522319997937,5225.0,196,151,45,6425.0,1200.0,0.4367816091954023,0.698469144889216,1000,0.196,0.5217724030149973,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,85.0,1285.0
ps_mean_0032__k_005__extra_trees_small_deep08,ps_mean_0032__k_005__extra_trees_small_deep08,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",19,4905.0,1000.0,0.4862876254180602,0.682884822120553,round2_inner_oof_scores.csv,1,"var_175,var_214,var_254,var_341,var_379",5,ok,,0.47469527699922764,5175.0,200,149,51,6175.0,1000.0,0.42754662840746055,0.656423631250725,1000,0.2,0.528325414084422,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,235.0,1235.0
ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",20,4905.0,1000.0,0.4862876254180602,0.682747068676717,round2_inner_oof_scores.csv,1,"var_175,var_214,var_254,var_341,var_379",5,ok,,0.3006214610004463,5250.0,200,150,50,6250.0,1000.0,0.430416068866571,0.6553915940973873,1000,0.2,0.5182481630349934,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,250.0,1250.0
ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep03,xgboost_classifier,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",13,4925.0,995.0,0.4956463496316142,0.6882389368384709,round2_inner_oof_scores.csv,2,"var_159,var_190,var_254,var_264,var_308,var_379",6,ok,,0.08901838500059966,5575.0,200,157,43,6775.0,1200.0,0.45050215208034433,0.6904728570228529,1000,0.2,0.6436724662780762,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,155.0,1355.0
ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",14,4925.0,992.0,0.4954743546765002,0.6802312746833123,round2_inner_oof_scores.csv,2,"var_159,var_190,var_254,var_264,var_308,var_379",6,ok,,0.28609986400078924,5425.0,200,155,45,6625.0,1200.0,0.44476327116212333,0.6788444383997825,1000,0.2,0.518640815976361,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,125.0,1325.0
