recipe_config_id,pipeline_recipe_id,feature_recipe_id,prescreen_recipe_id,prescreen_name,prescreen_methods,rank_aggregation,feature_size,model_spec_id,base_model_family,model_kind,model_params,selected_features_text,stage02_outer_fold_count,inner_oof_business_score,median_inner_oof_business_score,min_inner_oof_business_score,max_inner_oof_business_score,inner_oof_optimal_k,inner_oof_f1_score,inner_oof_roc_auc_score,global_candidate_rank,inner_selection_rank,selection_artifact,outer_fold
ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}","var_175,var_190,var_214,var_254,var_341,var_379",4,4943.75,4932.5,4890.0,5020.0,996.5,0.49682254652188884,0.6946439744846193,7,7,round2_inner_oof_scores.csv,3
ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}","var_175,var_190,var_214,var_254,var_341,var_379",4,4940.0,5000.0,4750.0,5010.0,999.5,0.49669728242678535,0.6936157007692544,8,8,round2_inner_oof_scores.csv,3
ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep05,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 7, ""min_samples_leaf"": 24, ""n_estimators"": 500}","var_175,var_190,var_254,var_341,var_379",1,4935.0,4935.0,4935.0,4935.0,1000.0,0.4876254180602007,0.6823578089452237,9,9,round2_inner_oof_scores.csv,3
ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}","var_159,var_190,var_214,var_254,var_341,var_379",5,4932.0,4960.0,4765.0,5025.0,996.6,0.4962859577031569,0.6937976732458543,10,10,round2_inner_oof_scores.csv,3
ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}","var_175,var_190,var_214,var_254,var_341,var_379",4,4931.25,4965.0,4780.0,5015.0,999.0,0.4962790263665386,0.6937948294743939,11,11,round2_inner_oof_scores.csv,3
ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}","var_159,var_190,var_214,var_254,var_341,var_379",5,4930.0,4970.0,4810.0,5065.0,998.2,0.4961539244265684,0.6924628436255523,12,12,round2_inner_oof_scores.csv,3
ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep03,xgboost_classifier,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}","var_159,var_175,var_190,var_308,var_379,var_389",1,4925.0,4925.0,4925.0,4925.0,995.0,0.4956463496316142,0.6882389368384709,13,13,round2_inner_oof_scores.csv,3
ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}","var_159,var_175,var_190,var_308,var_379,var_389",1,4925.0,4925.0,4925.0,4925.0,992.0,0.4954743546765002,0.6802312746833123,14,14,round2_inner_oof_scores.csv,3
ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}","var_159,var_190,var_214,var_254,var_341,var_379",5,4923.0,4915.0,4855.0,5005.0,999.6,0.49591973244147153,0.6940189783191468,15,15,round2_inner_oof_scores.csv,3
ps_mean_0032__k_005__extra_trees_small_deep06,ps_mean_0032__k_005__extra_trees_small_deep06,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep06,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 30, ""n_estimators"": 500}","var_175,var_190,var_254,var_341,var_379",1,4920.0,4920.0,4920.0,4920.0,1000.0,0.4869565217391303,0.6819800495012376,16,16,round2_inner_oof_scores.csv,3
ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep06,xgboost_classifier,classifier,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 8.0, ""n_estimators"": 420, ""scale_pos_weight_multiplier"": 1.5}","var_159,var_175,var_190,var_308,var_379,var_389",1,4915.0,4915.0,4915.0,4915.0,997.0,0.4953145917001338,0.6870644130543644,17,17,round2_inner_oof_scores.csv,3
ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}","var_159,var_175,var_190,var_308,var_379,var_389",1,4915.0,4915.0,4915.0,4915.0,1000.0,0.4954864593781344,0.6805527811938191,18,18,round2_inner_oof_scores.csv,3
ps_mean_0032__k_005__extra_trees_small_deep08,ps_mean_0032__k_005__extra_trees_small_deep08,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}","var_175,var_190,var_254,var_341,var_379",1,4905.0,4905.0,4905.0,4905.0,1000.0,0.4862876254180602,0.682884822120553,19,19,round2_inner_oof_scores.csv,3
ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}","var_175,var_190,var_254,var_341,var_379",1,4905.0,4905.0,4905.0,4905.0,1000.0,0.4862876254180602,0.682747068676717,20,20,round2_inner_oof_scores.csv,3
ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}","var_175,var_190,var_254,var_341,var_379",1,4985.0,4985.0,4985.0,4985.0,999.0,0.4897959183673469,0.6824120603015076,1,1,round2_inner_oof_scores.csv,4
ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}","var_175,var_190,var_214,var_254,var_341,var_379",4,4972.5,5000.0,4860.0,5030.0,999.0,0.49811826757583516,0.6912097692945731,2,2,round2_inner_oof_scores.csv,4
ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}","var_175,var_190,var_214,var_254,var_341,var_379",4,4966.25,4960.0,4875.0,5070.0,999.5,0.49786737547148907,0.6938303312620817,3,3,round2_inner_oof_scores.csv,4
ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}","var_159,var_175,var_190,var_308,var_379,var_389",1,4960.0,4960.0,4960.0,4960.0,1000.0,0.4974924774322968,0.6785812412701357,4,4,round2_inner_oof_scores.csv,4
ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}","var_175,var_190,var_254,var_341,var_379",1,4950.0,4950.0,4950.0,4950.0,1000.0,0.4882943143812709,0.6835658391459787,5,5,round2_inner_oof_scores.csv,4
ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep04,xgboost_classifier,classifier,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 300, ""scale_pos_weight_multiplier"": 1.2}","var_159,var_175,var_190,var_308,var_379,var_389",1,4950.0,4950.0,4950.0,4950.0,996.0,0.496823804747576,0.6884111903266041,6,6,round2_inner_oof_scores.csv,4
ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}","var_175,var_190,var_214,var_254,var_341,var_379",4,4943.75,4932.5,4890.0,5020.0,996.5,0.49682254652188884,0.6946439744846193,7,7,round2_inner_oof_scores.csv,4
ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}","var_175,var_190,var_214,var_254,var_341,var_379",4,4940.0,5000.0,4750.0,5010.0,999.5,0.49669728242678535,0.6936157007692544,8,8,round2_inner_oof_scores.csv,4
ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep05,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 7, ""min_samples_leaf"": 24, ""n_estimators"": 500}","var_175,var_190,var_254,var_341,var_379",1,4935.0,4935.0,4935.0,4935.0,1000.0,0.4876254180602007,0.6823578089452237,9,9,round2_inner_oof_scores.csv,4
ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}","var_159,var_190,var_214,var_254,var_341,var_379",5,4932.0,4960.0,4765.0,5025.0,996.6,0.4962859577031569,0.6937976732458543,10,10,round2_inner_oof_scores.csv,4
ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}","var_175,var_190,var_214,var_254,var_341,var_379",4,4931.25,4965.0,4780.0,5015.0,999.0,0.4962790263665386,0.6937948294743939,11,11,round2_inner_oof_scores.csv,4
ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}","var_159,var_190,var_214,var_254,var_341,var_379",5,4930.0,4970.0,4810.0,5065.0,998.2,0.4961539244265684,0.6924628436255523,12,12,round2_inner_oof_scores.csv,4
ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep03,xgboost_classifier,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}","var_159,var_175,var_190,var_308,var_379,var_389",1,4925.0,4925.0,4925.0,4925.0,995.0,0.4956463496316142,0.6882389368384709,13,13,round2_inner_oof_scores.csv,4
ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}","var_159,var_175,var_190,var_308,var_379,var_389",1,4925.0,4925.0,4925.0,4925.0,992.0,0.4954743546765002,0.6802312746833123,14,14,round2_inner_oof_scores.csv,4
ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}","var_159,var_190,var_214,var_254,var_341,var_379",5,4923.0,4915.0,4855.0,5005.0,999.6,0.49591973244147153,0.6940189783191468,15,15,round2_inner_oof_scores.csv,4
ps_mean_0032__k_005__extra_trees_small_deep06,ps_mean_0032__k_005__extra_trees_small_deep06,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep06,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 30, ""n_estimators"": 500}","var_175,var_190,var_254,var_341,var_379",1,4920.0,4920.0,4920.0,4920.0,1000.0,0.4869565217391303,0.6819800495012376,16,16,round2_inner_oof_scores.csv,4
ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep06,xgboost_classifier,classifier,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 8.0, ""n_estimators"": 420, ""scale_pos_weight_multiplier"": 1.5}","var_159,var_175,var_190,var_308,var_379,var_389",1,4915.0,4915.0,4915.0,4915.0,997.0,0.4953145917001338,0.6870644130543644,17,17,round2_inner_oof_scores.csv,4
ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}","var_159,var_175,var_190,var_308,var_379,var_389",1,4915.0,4915.0,4915.0,4915.0,1000.0,0.4954864593781344,0.6805527811938191,18,18,round2_inner_oof_scores.csv,4
ps_mean_0032__k_005__extra_trees_small_deep08,ps_mean_0032__k_005__extra_trees_small_deep08,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}","var_175,var_190,var_254,var_341,var_379",1,4905.0,4905.0,4905.0,4905.0,1000.0,0.4862876254180602,0.682884822120553,19,19,round2_inner_oof_scores.csv,4
ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}","var_175,var_190,var_254,var_341,var_379",1,4905.0,4905.0,4905.0,4905.0,1000.0,0.4862876254180602,0.682747068676717,20,20,round2_inner_oof_scores.csv,4
ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}","var_175,var_190,var_254,var_341,var_379",1,4985.0,4985.0,4985.0,4985.0,999.0,0.4897959183673469,0.6824120603015076,1,1,round2_inner_oof_scores.csv,5
ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}","var_175,var_190,var_214,var_254,var_341,var_379",4,4972.5,5000.0,4860.0,5030.0,999.0,0.49811826757583516,0.6912097692945731,2,2,round2_inner_oof_scores.csv,5
ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}","var_175,var_190,var_214,var_254,var_341,var_379",4,4966.25,4960.0,4875.0,5070.0,999.5,0.49786737547148907,0.6938303312620817,3,3,round2_inner_oof_scores.csv,5
ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}","var_159,var_175,var_190,var_308,var_379,var_389",1,4960.0,4960.0,4960.0,4960.0,1000.0,0.4974924774322968,0.6785812412701357,4,4,round2_inner_oof_scores.csv,5
ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}","var_175,var_190,var_254,var_341,var_379",1,4950.0,4950.0,4950.0,4950.0,1000.0,0.4882943143812709,0.6835658391459787,5,5,round2_inner_oof_scores.csv,5
ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep04,xgboost_classifier,classifier,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 300, ""scale_pos_weight_multiplier"": 1.2}","var_159,var_175,var_190,var_308,var_379,var_389",1,4950.0,4950.0,4950.0,4950.0,996.0,0.496823804747576,0.6884111903266041,6,6,round2_inner_oof_scores.csv,5
ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}","var_175,var_190,var_214,var_254,var_341,var_379",4,4943.75,4932.5,4890.0,5020.0,996.5,0.49682254652188884,0.6946439744846193,7,7,round2_inner_oof_scores.csv,5
ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}","var_175,var_190,var_214,var_254,var_341,var_379",4,4940.0,5000.0,4750.0,5010.0,999.5,0.49669728242678535,0.6936157007692544,8,8,round2_inner_oof_scores.csv,5
ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep05,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 7, ""min_samples_leaf"": 24, ""n_estimators"": 500}","var_175,var_190,var_254,var_341,var_379",1,4935.0,4935.0,4935.0,4935.0,1000.0,0.4876254180602007,0.6823578089452237,9,9,round2_inner_oof_scores.csv,5
ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}","var_159,var_190,var_214,var_254,var_341,var_379",5,4932.0,4960.0,4765.0,5025.0,996.6,0.4962859577031569,0.6937976732458543,10,10,round2_inner_oof_scores.csv,5
ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}","var_175,var_190,var_214,var_254,var_341,var_379",4,4931.25,4965.0,4780.0,5015.0,999.0,0.4962790263665386,0.6937948294743939,11,11,round2_inner_oof_scores.csv,5
ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}","var_159,var_190,var_214,var_254,var_341,var_379",5,4930.0,4970.0,4810.0,5065.0,998.2,0.4961539244265684,0.6924628436255523,12,12,round2_inner_oof_scores.csv,5
ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep03,xgboost_classifier,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}","var_159,var_175,var_190,var_308,var_379,var_389",1,4925.0,4925.0,4925.0,4925.0,995.0,0.4956463496316142,0.6882389368384709,13,13,round2_inner_oof_scores.csv,5
